Year;Sort;Destination;Total;Other North;Other South;Afghanistan;Albania;Algeria;American Samoa;Andorra;Angola;Anguilla;Antigua and Barbuda;Argentina;Armenia;Aruba;Australia;Austria;Azerbaijan;Bahamas;Bahrain;Bangladesh;Barbados;Belarus;Belgium;Belize;Benin;Bermuda;Bhutan;Bolivia (Plurinational State of);Bosnia and Herzegovina;Botswana;Brazil;British Virgin Islands;Brunei Darussalam;Bulgaria;Burkina Faso;Burundi;Cabo Verde;Cambodia;Cameroon;Canada;Caribbean Netherlands;Cayman Islands;Central African Republic;Chad;Channel Islands;Chile;China;China, Hong Kong SAR;China, Macao SAR;Colombia;Comoros;Congo;Cook Islands;Costa Rica;Cªte d'Ivoire;Croatia;Cuba;Curaçao;Cyprus;Czechia;Dem. People's Republic of Korea;Democratic Republic of the Congo;Denmark;Djibouti;Dominica;Dominican Republic;Ecuador;Egypt;El Salvador;Equatorial Guinea;Eritrea;Estonia;Ethiopia;Faeroe Islands;Falkland Islands (Malvinas);Fiji;Finland;France;French Guiana;French Polynesia;Gabon;Gambia;Georgia;Germany;Ghana;Gibraltar;Greece;Greenland;Grenada;Guadeloupe;Guam;Guatemala;Guinea;Guinea-Bissau;Guyana;Haiti;Holy See;Honduras;Hungary;Iceland;India;Indonesia;Iran (Islamic Republic of);Iraq;Ireland;Isle of Man;Israel;Italy;Jamaica;Japan;Jordan;Kazakhstan;Kenya;Kiribati;Kuwait;Kyrgyzstan;Lao People's Democratic Republic;Latvia;Lebanon;Lesotho;Liberia;Libya;Liechtenstein;Lithuania;Luxembourg;Madagascar;Malawi;Malaysia;Maldives;Mali;Malta;Marshall Islands;Martinique;Mauritania;Mauritius;Mayotte;Mexico;Micronesia (Fed. States of);Monaco;Mongolia;Montenegro;Montserrat;Morocco;Mozambique;Myanmar;Namibia;Nauru;Nepal;Netherlands;New Caledonia;New Zealand;Nicaragua;Niger;Nigeria;Niue;Northern Mariana Islands;Norway;Oman;Pakistan;Palau;Panama;Papua New Guinea;Paraguay;Peru;Philippines;Poland;Portugal;Puerto Rico;Qatar;Republic of Korea;Republic of Moldova;R_union;Romania;Russian Federation;Rwanda;Saint Helena;Saint Kitts and Nevis;Saint Lucia;Saint Pierre and Miquelon;Saint Vincent and the Grenadines;Samoa;San Marino;Sao Tome and Principe;Saudi Arabia;Senegal;Serbia;Seychelles;Sierra Leone;Singapore;Sint Maarten (Dutch part);Slovakia;Slovenia;Solomon Islands;Somalia;South Africa;South Sudan;Spain;Sri Lanka;State of Palestine;Sudan;Suriname;Swaziland;Sweden;Switzerland;Syrian Arab Republic;Tajikistan;TFYR Macedonia;Thailand;Timor-Leste;Togo;Tokelau;Tonga;Trinidad and Tobago;Tunisia;Turkey;Turkmenistan;Turks and Caicos Islands;Tuvalu;Uganda;Ukraine;United Arab Emirates;United Kingdom;United Republic of Tanzania;United States of America;United States Virgin Islands;Uruguay;Uzbekistan;Vanuatu;Venezuela (Bolivarian Republic of);Viet Nam;Wallis and Futuna Islands;Western Sahara;Yemen;Zambia;Zimbabwe
2010;2010083;Eastern Asia;7,061,814;67,917;242,886;..;..;..;..;..;..;..;..;3,181;..;..;27,586;582;..;..;..;22,904;..;..;697;..;..;..;..;..;..;..;297,629;..;..;13;..;..;..;13,538;..;46,188;..;..;..;..;..;..;3,733,471;255,528;91,031;..;..;..;..;..;..;..;..;..;..;15;512;..;499;..;..;..;..;1,593;..;..;..;..;..;..;..;..;602;13,143;..;..;..;..;..;9,492;1,883;..;..;..;..;..;..;..;..;..;..;..;..;..;9;..;52,761;218,042;4,841;..;1,749;..;..;3,377;..;38,437;..;1,315;..;..;..;1,523;1;..;..;..;..;..;..;..;..;..;..;29,934;..;..;..;..;..;..;..;..;1,956;..;..;20,251;..;..;..;..;3,542;..;..;17,704;2,098;..;7,231;..;..;3,923;..;..;416;..;29,440;..;..;..;..;66,826;439,728;989;2,028;..;..;739,387;..;..;..;16,632;..;..;..;..;..;..;..;..;..;..;..;..;..;..;12,187;..;3;..;..;..;1,548;..;2,300;30,878;..;..;..;..;1,553;1,817;..;..;3;100,322;..;..;..;..;..;..;180;..;..;..;..;..;..;45,456;..;142,069;..;1;19,312;..;..;169,155;..;..;..;..;..
2010;2010084;China;849,861;23,239;119,494;..;..;..;..;..;..;..;..;..;..;..;4,542;..;..;..;..;3,492;..;..;..;..;..;..;..;..;..;..;64,552;..;..;..;..;..;..;..;..;7,498;..;..;..;..;..;..;..;234,829;21,201;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;7,793;34,528;..;..;..;..;..;..;..;5,932;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;5,327;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;3,827;..;..;..;..;11,716;63,493;..;..;..;..;162,303;..;..;..;2,575;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;4,723;..;..;..;..;..;..;..;..;..;13,201;..;..;..;..;..;..;..;..;..;..;..;..;..;7,915;..;23,268;..;..;..;..;..;24,413;..;..;..;..;..
2010;2010085;China, Hong Kong SAR;2,779,950;4,438;26,801;..;..;..;..;..;..;..;..;..;..;..;8,903;..;..;..;..;435;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;14,357;..;..;..;..;..;..;2,260,045;..;69,830;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2,149;..;..;..;..;..;1,932;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;17,632;131,809;..;..;681;..;..;629;..;13,892;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;14,957;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;9,141;999;..;2,201;..;..;..;..;..;..;..;7,398;..;..;..;..;..;115,475;..;107;..;..;4,732;..;..;..;86;..;..;..;..;..;..;..;..;..;..;..;..;..;..;9,675;..;..;..;..;..;..;..;393;766;..;..;..;..;..;711;..;..;..;18,795;..;..;..;..;..;..;..;..;..;..;..;..;..;17,301;..;12,976;..;..;..;..;..;10,704;..;..;..;..;..
2010;2010086;China, Macao SAR;318,506;18,278;4,573;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;261,728;20,550;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;11,027;..;1,456;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;894;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2010;2010087;Dem. People's Republic of Korea;44,010;628;1,310;..;..;..;..;..;..;..;..;..;..;..;183;..;..;..;..;138;..;..;..;..;..;..;..;..;..;..;2,525;..;..;..;..;..;..;..;..;301;..;..;..;..;..;..;25,969;149;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;330;1,284;..;..;..;..;..;..;..;191;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;178;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;154;..;..;..;..;474;2,656;..;..;..;..;4,866;..;..;..;132;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;139;..;..;..;..;..;..;..;..;..;511;..;..;..;..;..;..;..;..;..;..;..;..;..;276;..;934;..;..;..;..;..;682;..;..;..;..;..
2010;2010088;Japan;2,134,151;10,458;59,194;..;..;..;..;..;..;..;..;3,181;..;..;9,756;569;..;..;..;10,175;..;..;697;..;..;..;..;..;..;..;230,552;..;..;..;..;..;..;2,683;..;9,995;..;..;..;..;..;..;687,156;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;499;..;..;..;..;1,593;..;..;..;..;..;..;..;..;599;9,060;..;..;..;..;..;5,971;1,883;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;22,497;24,895;4,841;..;1,061;..;..;2,731;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;8,364;..;..;..;..;..;..;..;..;1,956;..;..;..;..;..;..;..;..;..;..;..;1,099;..;3,250;..;..;2,729;..;..;416;..;10,299;..;..;..;..;54,636;210,181;978;465;..;..;565,989;..;..;..;7,814;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2,512;..;..;..;..;..;..;..;1,907;9,097;..;..;..;..;1,553;1,089;..;..;..;41,279;..;..;..;..;..;..;..;..;..;..;..;..;..;16,044;..;50,667;..;..;..;..;..;41,781;..;..;..;..;..
2010;2010089;Mongolia;16,061;143;408;..;..;..;..;..;..;..;..;..;..;..;189;13;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;13;..;..;..;..;..;125;..;..;..;..;..;..;8,545;..;..;..;..;..;..;..;..;..;..;..;..;15;512;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;3;66;..;..;..;..;..;148;..;..;..;..;..;..;..;..;..;..;..;..;..;..;9;..;90;..;..;..;7;..;..;17;..;336;..;170;..;..;..;..;1;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;17;..;..;..;..;..;138;11;..;..;..;1,497;..;..;..;2,433;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;3;..;..;..;..;..;..;..;..;..;..;..;..;17;..;..;3;..;..;..;..;..;..;..;180;..;..;..;..;..;..;80;..;646;..;1;..;..;..;225;..;..;..;..;..
2010;2010090;Republic of Korea;919,275;10,733;31,106;..;..;..;..;..;..;..;..;..;..;..;4,013;..;..;..;..;8,664;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;10,855;..;13,912;..;..;..;..;..;..;490,028;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1,868;..;..;..;..;..;1,441;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;4,419;25,526;..;..;..;..;..;..;..;18,086;..;1,145;..;..;..;1,523;..;..;..;..;..;..;..;..;..;..;..;1,108;..;..;..;..;..;..;..;..;..;..;..;20,251;..;..;..;..;3,542;..;..;8,563;..;..;1,780;..;..;1,194;..;..;..;..;7,745;..;..;..;..;..;36,758;..;..;..;..;..;..;..;..;3,592;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1,548;..;..;16,153;..;..;..;..;..;..;..;..;..;25,642;..;..;..;..;..;..;..;..;..;..;..;..;..;3,840;..;53,578;..;..;19,312;..;..;91,350;..;..;..;..;..
2010;2010091;Southern Asia;14,307,646;237,306;429,325;4,289,515;..;..;..;..;..;..;..;..;2,504;..;1,245;20;12,128;..;28,864;3,318,585;..;..;..;..;..;..;80,721;..;..;..;14,083;..;26,333;..;..;..;..;18,541;..;2,065;..;..;..;..;..;..;192,052;..;..;..;..;..;..;..;..;..;..;..;247;..;..;..;36;..;..;..;..;160;..;..;..;..;..;..;..;178;61;1,605;..;..;..;..;..;3,012;..;..;89;..;..;..;..;..;..;..;..;38;..;..;..;..;2,581,793;145,227;4,217;87,231;..;..;55;5,477;..;14,829;271;2,286;2,469;..;8,017;..;83,217;..;732;..;..;40;..;..;..;..;..;218,764;1,680;..;..;..;..;..;307;..;..;..;..;..;..;..;..;..;290,000;..;..;597,478;19;..;148;..;..;670;..;..;13,625;325;1,226,379;..;..;..;..;..;735;..;175;..;270;627;..;..;..;1,545;..;..;..;..;..;..;..;..;..;5,923;..;..;26;..;14,373;..;..;..;..;..;257;..;36;168,556;..;..;..;..;180;408;73;23,991;..;10,781;..;..;..;..;..;..;2,626;4,950;..;..;739;..;14,077;37,965;..;47,043;..;..;1,199;..;..;26,417;..;..;..;705;..
2010;2010092;Afghanistan;102,246;7,268;21,804;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;47,984;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;23,991;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1,199;..;..;..;..;..;..;..;..
2010;2010093;Bangladesh;1,345,546;157,051;87,758;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;28,471;..;..;..;..;..;..;..;..;..;..;..;14,083;..;..;..;..;..;..;18,541;..;..;..;..;..;..;..;..;160,252;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;32,301;143,647;..;..;..;..;..;..;..;13,041;..;..;..;..;..;..;83,217;..;..;..;..;..;..;..;..;..;..;204,878;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;235,019;..;..;33,308;..;..;..;..;..;..;..;..;13,509;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;9,307;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;10,259;..;..;..;..;..;..;..;..;..;..;..;..;..;31,619;..;43,455;..;..;..;..;..;25,830;..;..;..;..;..
2010;2010094;Bhutan;48,420;2,784;928;..;..;..;..;..;..;..;..;..;..;..;25;..;..;..;..;49;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;35;..;..;..;..;..;..;858;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;36;..;..;..;..;..;..;..;..;..;..;..;..;..;..;29;..;..;..;..;..;25;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;42,383;..;..;..;..;..;..;12;..;120;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;32;..;..;679;19;..;23;..;..;..;..;..;..;..;20;..;..;..;..;..;18;..;..;..;..;31;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;17;..;..;..;..;..;..;..;..;31;..;..;..;..;22;23;..;..;..;58;..;..;..;..;..;..;..;..;..;..;..;..;..;34;..;129;..;..;..;..;..;..;..;..;..;..;..
2010;2010095;India;5,436,012;17,662;88,311;8,387;..;..;..;..;..;..;..;..;..;..;688;..;..;..;..;3,289,037;..;..;..;..;..;..;6,894;..;..;..;..;..;26,333;..;..;..;..;..;..;1,703;..;..;..;..;..;..;7,372;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;178;..;1,184;..;..;..;..;..;2,227;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;850;1,769;517;..;..;..;..;..;743;..;2,286;2,469;..;6,306;..;..;..;..;..;..;..;..;..;..;..;..;12,905;206;..;..;..;..;..;307;..;..;..;..;..;..;..;..;..;52,470;..;..;563,154;..;..;..;..;..;670;..;..;..;..;1,147,382;..;..;..;..;..;..;..;162;..;..;..;..;..;..;1,398;..;..;..;..;..;..;..;..;..;4,643;..;..;..;..;4,386;..;..;..;..;..;..;..;..;160,971;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;109;..;..;..;739;..;12,432;5,047;..;2,823;..;..;..;..;..;587;..;..;..;705;..
2010;2010096;Iran (Islamic Republic of);2,761,561;50,468;201,873;2,372,090;..;..;..;..;..;..;..;..;2,504;..;..;..;12,128;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;86,387;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;28,689;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2,472;4,950;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2010;2010097;Maldives;54,659;117;3,135;..;..;..;..;..;..;..;..;..;..;..;67;20;..;..;..;28,598;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;80;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;32;..;..;..;..;..;..;..;..;..;98;..;..;..;..;..;213;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;13,568;..;..;..;..;..;..;229;..;97;..;..;..;..;..;..;..;..;9;..;..;..;..;..;..;..;..;80;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;15;..;..;..;..;..;..;..;203;..;..;..;..;..;717;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;66;..;..;..;..;..;..;..;..;6,850;..;..;..;..;31;101;..;..;..;193;..;..;..;..;..;..;..;..;..;..;..;..;..;102;..;38;..;..;..;..;..;..;..;..;..;..;..
2010;2010098;Nepal;578,657;672;21,956;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;243;..;..;..;..;..;..;73,598;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;20,920;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;459,935;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1,292;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;41;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2010;2010099;Pakistan;3,941,586;754;2,321;1,908,909;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;338;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2,023,077;413;2,345;287;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2,479;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;663;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2010;2010100;Sri Lanka;38,959;530;1,239;129;..;..;..;..;..;..;..;..;..;..;465;..;..;..;393;658;..;..;..;..;..;..;229;..;..;..;..;..;..;..;..;..;..;..;..;247;..;..;..;..;..;..;2,312;..;..;..;..;..;..;..;..;..;..;..;247;..;..;..;..;..;..;..;..;128;..;..;..;..;..;..;..;..;61;294;..;..;..;..;..;547;..;..;89;..;..;..;..;..;..;..;..;38;..;..;..;..;10,529;317;103;40;..;..;55;5,236;..;828;271;..;..;..;1,711;..;..;..;723;..;..;40;..;..;..;..;..;901;1,474;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;337;..;..;110;..;..;..;..;..;116;325;809;..;..;..;..;..;..;..;13;..;270;596;..;..;..;147;..;..;..;..;..;..;..;..;..;1,280;..;..;26;..;597;..;..;..;..;..;257;..;36;..;..;..;..;..;127;284;73;..;..;271;..;..;..;..;..;..;45;..;..;..;..;..;1,645;1,163;..;598;..;..;..;..;..;..;..;..;..;..;..
2010;2010101;South-Eastern Asia;8,673,693;164,210;382,830;1,680;114;454;..;..;74;..;..;146;133;62;30,066;495;..;..;110;421,903;..;..;524;..;..;..;..;34;..;..;357;..;5,902;..;..;..;128;629,302;..;13,179;..;..;..;..;..;92;595,897;57,387;18,709;123;..;521;..;38;15;..;110;..;..;..;6,958;47;1,029;..;..;..;452;158;..;..;..;..;2;..;..;..;110;2,881;..;..;..;..;..;5,895;34;..;150;..;..;..;992;34;..;..;..;..;..;..;240;53;312,921;1,183,637;590;701;425;..;605;2,289;..;55,792;10,993;..;53;..;168;..;835,881;..;131;..;1;2,092;..;..;..;..;..;1,023,615;..;..;..;..;..;..;..;..;143;..;..;..;..;..;..;..;1,900,110;..;..;213,832;7,719;..;7,857;..;..;189;..;..;1,306;401;149,290;34;..;59;..;110;52,668;108;883;51;119;41,474;..;..;34;98;4;..;..;..;..;..;..;..;..;2,768;..;..;..;..;101,094;..;..;..;..;1,048;800;..;1,284;24,234;14;62;123;..;1,241;1,887;2,106;..;..;104,667;20,485;2;..;..;..;560;867;..;..;..;..;..;425;46,875;..;67,081;..;..;..;..;..;146,056;..;..;..;..;1
2010;2010102;Brunei Darussalam;100,587;250;755;..;..;..;..;..;..;..;..;..;..;..;504;..;..;..;..;1,208;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2,012;504;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;3,017;6,036;..;..;..;..;..;..;..;200;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;47,276;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;5,232;301;..;200;..;..;..;..;..;..;..;804;..;..;..;..;..;13,176;..;..;..;..;150;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1,509;..;..;..;..;..;..;..;..;1,208;..;..;..;..;..;..;..;..;..;14,083;..;..;..;..;..;..;..;..;..;..;..;..;..;2,012;..;150;..;..;..;..;..;..;..;..;..;..;..
2010;2010103;Cambodia;81,977;991;2,267;..;..;..;..;..;..;..;..;..;..;..;129;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;47;..;..;..;..;..;..;1,682;129;..;..;..;..;..;..;..;..;..;..;..;..;47;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;305;..;..;..;..;..;42;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;105;116;..;..;..;..;..;17;..;138;..;..;..;..;..;..;288;..;..;..;..;..;..;..;..;..;..;191;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;58;..;..;50;33;..;..;..;..;..;..;..;..;..;45;..;..;..;..;..;169;..;..;..;..;62;..;..;..;33;..;..;..;..;..;..;..;..;..;..;..;..;..;..;136;..;..;..;..;..;..;..;..;52;..;..;..;..;..;..;..;..;..;34,143;..;..;..;..;..;..;..;..;..;..;..;..;..;102;..;216;..;..;..;..;..;40,384;..;..;..;..;..
2010;2010104;Indonesia;305,416;29,537;5,526;..;..;..;..;..;..;..;..;..;..;..;9,796;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1,938;..;..;..;..;..;..;65,307;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;10,818;..;..;..;..;..;..;..;..;17,080;10,818;..;..;..;..;..;..;..;..;..;..;2,045;..;..;..;..;..;2,045;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;6,279;..;..;..;..;..;..;..;..;..;7,428;..;..;..;..;..;3,636;..;..;..;..;28,850;..;..;..;..;..;..;..;..;..;..;..;..;..;2,045;..;..;..;..;20,346;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2,045;..;..;20,346;20,346;..;..;..;..;..;..;..;..;..;..;..;..;28,276;..;10,909;..;..;..;..;..;..;..;..;..;..;..
2010;2010105;Lao People's Democratic Republic;32,473;1,122;3,039;..;..;..;..;..;..;..;..;..;..;..;33;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2,309;..;..;..;..;..;..;..;..;8,249;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;249;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2,449;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;15,023;..;..;..;..;..
